brand,jenis_mobil,tahun_kendaraan,warna,transmisi,kilometer,mesin_enginecc,bahan_bakar,dirakit,penumpang,pintu,harga
BMW,SUV,2018,Hitam,Automatic,32500,1499,Pertamax,Complete Knock Down (CKD),5,5,399000000
Mercedes-Benz,SUV,2017,Merah,Automatic,52500,1595,Pertamax,Complete Built Up (CBU),5,5,425000000
BMW,SUV,2019,Hitam,Automatic,17500,2998,Pertamax,Complete Knock Down (CKD),5,5,1025000000
Toyota,SUV,2021,Hitam,Automatic,22500,2393,Solar,Complete Knock Down (CKD),7,5,499000000
Mercedes-Benz,Sedan,2019,Hitam,Automatic,12500,1991,Pertamax,Complete Built Up (CBU),5,4,799000000
Lexus,Sedan,2020,Abu-abu,Automatic,12500,2487,Pertamax,Complete Built Up (CBU),5,4,825000000
Honda,Sedan,2018,Abu-abu,Automatic,32500,1498,Pertamax,Complete Built Up (CBU),5,4,339000000
Toyota,MPV,2021,Putih,Automatic,17500,1496,Pertamax,Complete Knock Down (CKD),7,5,205000000
Honda,Hatchback,2019,Putih,Automatic,27500,1199,Pertamax,Complete Knock Down (CKD),5,5,145000000
Mitsubishi,Wagon,2018,Merah,Automatic,62500,1499,Pertamax,Complete Knock Down (CKD),7,5,200000000
Nissan,MPV,2015,Biru,Automatic,82500,1498,Pertamax,Complete Knock Down (CKD),7,5,103000000
Toyota,MPV,2021,Abu-abu,Automatic,22500,1496,Pertamax,Complete Knock Down (CKD),7,5,196000000
Nissan,SUV,2009,Silver,Automatic,247500,1498,Pertamax,Complete Knock Down (CKD),5,5,75000000
Honda,SUV,2016,Hitam,Manual,57500,1497,Pertamax,Complete Knock Down (CKD),5,5,193000000
Honda,SUV,2011,Abu-abu,Automatic,117500,1997,Pertamax,Complete Knock Down (CKD),5,5,139000000
Toyota,Sedan,2019,Merah,Automatic,37500,1798,Pertamax,Complete Built Up (CBU),5,4,380000000
Daihatsu,Hatchback,2013,Putih,Manual,67500,998,Pertamax,Complete Knock Down (CKD),5,5,75000000
Honda,SUV,2013,Merah,Automatic,82500,1997,Pertamax,Complete Knock Down (CKD),5,5,169000000
Toyota,Hatchback,2008,Hijau,Automatic,52500,1495,Pertamax,Complete Built Up (CBU),4,5,250000000
BMW,SUV,2018,Hitam,Automatic,22500,1499,Pertamax,Complete Knock Down (CKD),5,5,399000000
Mercedes-Benz,Sedan,2018,Putih,Automatic,7500,1991,Pertamax,Complete Knock Down (CKD),5,4,650000000
Honda,Hatchback,2015,Orange,Automatic,22500,1198,Pertamax,Complete Knock Down (CKD),5,5,115000000
Lexus,SUV,2018,Abu-abu,Automatic,32500,1998,Pertamax,Complete Built Up (CBU),5,5,850000000
Mitsubishi,Wagon,2018,Silver,Automatic,37500,1499,Pertamax,Complete Knock Down (CKD),7,5,200900000
Toyota,Hatchback,2022,Kuning,Automatic,22500,1197,Pertamax,Complete Knock Down (CKD),5,5,140000000
Mazda,Wagon,2018,Merah,Automatic,37500,2488,Pertamax,Complete Built Up (CBU),5,5,399000000
Toyota,MPV,2018,Abu-abu,Automatic,72500,1998,Pertamax,Complete Knock Down (CKD),8,5,249000000
Honda,MPV,2018,Abu-abu,Automatic,42500,1496,Pertamax,Complete Knock Down (CKD),7,5,155000000
Daihatsu,Hatchback,2022,Kuning,Automatic,7500,1197,Pertamax,Complete Knock Down (CKD),5,5,139000000
Daihatsu,Hatchback,2023,Merah,Automatic,2500,1198,Pertamax,Complete Knock Down (CKD),5,5,149000000
Honda,SUV,2022,Hitam,Automatic,37500,1498,Pertamax,Complete Knock Down (CKD),5,5,390000000
Hyundai,SUV,2021,Putih,Automatic,12500,2497,Pertamax,Complete Built Up (CBU),7,5,460000000
Chevrolet,SUV,2017,Abu-abu,Automatic,32500,1364,Pertamax,Complete Built Up (CBU),5,5,159000000
Lexus,Hatchback,2020,Orange,Automatic,7500,1987,Pertamax,Complete Built Up (CBU),5,5,599000000
Land Rover,SUV,2013,Hitam,Automatic,32500,1999,Pertamax,Complete Built Up (CBU),5,5,430000000
Mitsubishi,Wagon,2020,Orange,Automatic,42500,1499,Pertamax,Complete Knock Down (CKD),7,5,225000000
Honda,SUV,2021,Abu-abu,Automatic,37500,1498,Pertamax,Complete Knock Down (CKD),7,5,399000000
Suzuki,Hatchback,2019,Putih,Automatic,17500,1373,Pertamax,Complete Built Up (CBU),5,5,179000000
Toyota,Wagon,2017,Hitam,Automatic,42500,2494,Pertamax,Complete Built Up (CBU),7,5,709000000
Toyota,SUV,2021,Abu-abu,Automatic,47500,2393,Solar,Complete Knock Down (CKD),7,5,469000000
Toyota,SUV,2020,Abu-abu,Automatic,32500,2393,Solar,Complete Knock Down (CKD),7,5,429000000
Ford,SUV,2015,Silver,Automatic,57500,1499,Pertamax,Complete Built Up (CBU),5,5,125000000
Mitsubishi,SUV,2021,Hitam,Automatic,22500,2442,Solar,Complete Knock Down (CKD),7,5,495000000
Toyota,MPV,2014,Putih,Automatic,32500,2362,Pertamax,Complete Built Up (CBU),7,5,475000000
Honda,Hatchback,2021,Orange,Automatic,32500,1498,Pertamax,Complete Knock Down (CKD),5,5,239000000
Daihatsu,SUV,2012,Silver,Manual,147500,1495,Pertamax,Complete Knock Down (CKD),7,5,105000000
Volkswagen,SUV,2017,Putih,Automatic,52500,1395,Pertamax,Complete Built Up (CBU),5,5,315000000
Honda,Sedan,2017,Silver,Automatic,92500,2356,Pertamax,Complete Built Up (CBU),5,4,271000000
Honda,MPV,2019,Abu-abu,Automatic,37500,1496,Pertamax,Complete Knock Down (CKD),7,5,169000000
Toyota,Wagon,2021,Putih,Automatic,32500,1496,Pertamax,Complete Knock Down (CKD),7,5,222000000
Toyota,Wagon,2007,Abu-abu,Automatic,112500,2362,Pertamax,Complete Built Up (CBU),7,5,155000000
Nissan,SUV,2015,Hitam,Automatic,102500,1997,Pertamax,Complete Knock Down (CKD),7,5,175000000
Honda,MPV,2018,Abu-abu,Automatic,92500,1496,Pertamax,Complete Knock Down (CKD),7,5,165000000
Toyota,MPV,2021,Abu-abu,Manual,32500,1197,Pertamax,Complete Knock Down (CKD),7,5,125000000
Daihatsu,Wagon,2022,Hitam,Automatic,17500,1198,Pertamax,Complete Knock Down (CKD),5,5,195000000
Toyota,Hatchback,2021,Putih,Automatic,12500,1496,Pertamax,Complete Knock Down (CKD),5,5,225000000
Mazda,SUV,2020,Hitam,Automatic,27500,2488,Pertamax,Complete Built Up (CBU),5,5,395000000
Toyota,MPV,2017,Hitam,Automatic,112500,1329,Pertamax,Complete Knock Down (CKD),7,5,135000000
Toyota,MPV,2010,Silver,Automatic,139000,2362,Pertamax,Complete Built Up (CBU),7,5,242000000
Mazda,Wagon,2017,Hitam,Automatic,32500,1998,Pertamax,Complete Built Up (CBU),5,5,255000000
Lexus,Sedan,2017,Putih,Automatic,32500,1998,Pertamax,Complete Built Up (CBU),5,4,595000000
Peugeot,SUV,2022,Putih,Automatic,12500,1598,Pertamax,Complete Built Up (CBU),5,5,499000000
Toyota,SUV,2022,Hitam,Automatic,12500,1496,Pertamax,Complete Knock Down (CKD),7,5,239000000
Wuling,Wagon,2022,Hitam,Automatic,7500,1451,Pertamax,Complete Knock Down (CKD),7,5,229000000
Toyota,Wagon,2022,Kuning,Automatic,12500,996,Pertamax,Complete Knock Down (CKD),5,5,219000000
Toyota,SUV,2019,Hitam,Automatic,37500,2393,Solar,Complete Knock Down (CKD),7,5,429000000
Honda,Hatchback,2019,Hitam,Automatic,32500,1199,Pertamax,Complete Knock Down (CKD),5,5,149000000
Honda,SUV,2020,Merah,Automatic,47500,1498,Pertamax,Complete Knock Down (CKD),7,5,399000000
Peugeot,SUV,2021,Putih,Automatic,52500,1598,Pertamax,Complete Built Up (CBU),5,5,465000000
Toyota,SUV,2012,Hitam,Automatic,42500,4461,Solar,Complete Built Up (CBU),8,5,1125000000
Mitsubishi,Wagon,2018,Hitam,Automatic,92500,1499,Pertamax,Complete Knock Down (CKD),7,5,200000000
Suzuki,MPV,2015,Silver,Manual,97500,1373,Pertamax,Complete Knock Down (CKD),7,5,135000000
Mercedes-Benz,Coupe,2023,Hitam,Automatic,2500,1332,Pertamax,Complete Built Up (CBU),5,4,915000000
Mercedes-Benz,Coupe,2020,Hitam,Automatic,17500,1991,Pertamax,Complete Built Up (CBU),4,4,1195000000
Mercedes-Benz,SUV,2023,Putih,Automatic,12500,1332,Pertamax,Complete Built Up (CBU),5,5,815000000
Mercedes-Benz,SUV,2021,Putih,Automatic,12500,1991,Pertamax,Complete Knock Down (CKD),5,5,935000000
Audi,Wagon,2007,Hitam,Automatic,147500,2720,Solar,Complete Built Up (CBU),7,5,995000000
Toyota,MPV,2016,Putih,Automatic,102500,1998,Pertamax,Complete Knock Down (CKD),8,5,240000000
Land Rover,Wagon,2018,Putih,Automatic,12500,1998,Pertamax,Complete Built Up (CBU),5,5,1450000000
MINI,Hatchback,2018,Merah,Automatic,22500,1998,Pertamax,Complete Built Up (CBU),4,3,635000000
Porsche,SUV,2015,Putih,Automatic,37500,1984,Pertamax,Complete Built Up (CBU),5,5,740000000
Honda,SUV,2019,Abu-abu,Automatic,37500,1498,Pertamax,Complete Knock Down (CKD),7,5,339000000
Toyota,Sedan,2021,Hitam,Manual,2500,1496,Pertamax,Complete Knock Down (CKD),5,4,185000000
Hyundai,Wagon,2023,Abu-abu,Automatic,5687,1497,Pertamax,Complete Knock Down (CKD),7,5,203000000
Suzuki,Hatchback,2019,Merah,Automatic,27500,1373,Pertamax,Complete Built Up (CBU),5,5,171000000
Lexus,Wagon,2023,Hitam,Automatic,2500,2487,Pertamax,Complete Built Up (CBU),5,5,1595000000
Toyota,MPV,2021,Hitam,Manual,17500,1998,Pertamax,Complete Knock Down (CKD),7,5,369000000
Toyota,Wagon,2016,Hitam,Automatic,87500,2494,Pertamax,Complete Built Up (CBU),7,5,638000000
Chevrolet,SUV,2016,Biru,Automatic,72500,1364,Pertamax,Complete Built Up (CBU),5,5,138000000
Honda,Hatchback,2019,Hitam,Automatic,82500,1199,Pertamax,Complete Knock Down (CKD),5,5,152000000
Toyota,MPV,2013,Putih,Automatic,102500,2362,Pertamax,Complete Built Up (CBU),7,5,375000000
Toyota,Sedan,2021,Hitam,Automatic,12500,1496,Pertamax,Complete Knock Down (CKD),5,4,205000000
Mercedes-Benz,Sedan,2019,Putih,Automatic,5000,1332,Pertamax,Complete Built Up (CBU),5,4,575000000
BMW,Sedan,2018,Hitam,Automatic,84000,1998,Pertamax,Complete Knock Down (CKD),5,4,475000000
Toyota,SUV,2019,Hitam,Automatic,77500,1496,Pertamax,Complete Knock Down (CKD),7,5,205000000
Mercedes-Benz,Sedan,2021,Hitam,Automatic,12500,1991,Pertamax,Complete Knock Down (CKD),5,4,835000000
Mercedes-Benz,Coupe,2019,Putih,Automatic,7500,1991,Pertamax,Complete Built Up (CBU),4,2,995000000
Mercedes-Benz,Sedan,2023,Hitam,Automatic,2500,1991,Pertamax,Complete Knock Down (CKD),5,4,1210000000
Mercedes-Benz,Sedan,2019,Putih,Automatic,17500,1991,Pertamax,Complete Knock Down (CKD),5,4,815000000
Honda,SUV,2018,Hitam,Automatic,57500,1497,Pertamax,Complete Knock Down (CKD),5,5,235000000
BMW,Convertible,2023,Putih,Automatic,7500,1998,Pertamax,Complete Built Up (CBU),4,2,1495000000
Honda,Hatchback,2021,Orange,Manual,27500,1498,Pertamax,Complete Knock Down (CKD),5,5,226000000
Toyota,Wagon,2010,Putih,Automatic,107500,2362,Pertamax,Complete Built Up (CBU),7,5,279000000
Lexus,SUV,2021,Hitam,Automatic,27500,1998,Pertamax,Complete Built Up (CBU),5,5,1088000000
Honda,MPV,2016,Putih,Automatic,97500,2356,Pertamax,Complete Built Up (CBU),6,5,338000000
Mazda,Hatchback,2019,Putih,Automatic,52500,1998,Pertamax,Complete Built Up (CBU),5,5,328000000
BMW,Sedan,2021,Biru,Automatic,17500,1998,Pertamax,Complete Knock Down (CKD),5,4,898000000
Nissan,MPV,2013,Abu-abu,Automatic,167500,1498,Pertamax,Complete Knock Down (CKD),7,5,82500000
Toyota,Wagon,2022,Hitam,Automatic,2500,996,Pertamax,Complete Knock Down (CKD),5,5,206000000
Mercedes-Benz,Sedan,2008,Silver,Automatic,87500,1796,Pertamax,Complete Knock Down (CKD),5,4,135000000
Mercedes-Benz,Sedan,2019,Hitam,Automatic,5000,1332,Pertamax,Complete Built Up (CBU),5,4,575000000
Hyundai,MPV,2017,Abu-abu,Automatic,97500,2359,Pertamax,Complete Knock Down (CKD),8,5,369000000
Toyota,MPV,2021,Hitam,Manual,17500,2393,Solar,Complete Knock Down (CKD),8,5,369000000
Mazda,SUV,2017,Merah,Automatic,42500,2488,Pertamax,Complete Built Up (CBU),5,5,363000000
Mitsubishi,Wagon,2019,Putih,Automatic,87500,1499,Pertamax,Complete Knock Down (CKD),7,5,215000000
Suzuki,MPV,2016,Putih,Automatic,102500,1373,Pertamax,Complete Knock Down (CKD),7,5,155000000
Mercedes-Benz,Coupe,2022,Abu-abu,Automatic,7500,1991,Pertamax,Complete Built Up (CBU),5,4,1425000000
Toyota,Wagon,2013,Hitam,Automatic,102500,2362,Pertamax,Complete Built Up (CBU),7,5,288000000
Toyota,SUV,2020,Hitam,Automatic,22500,2393,Solar,Complete Knock Down (CKD),7,5,450000000
Toyota,MPV,2012,Putih,Automatic,142500,2362,Pertamax,Complete Built Up (CBU),7,5,298000000
Suzuki,Van,2019,Putih,Manual,97500,1493,Pertamax,Complete Knock Down (CKD),8,5,105000000
Mercedes-Benz,Sedan,2019,Putih,Automatic,2500,1332,Pertamax,Complete Built Up (CBU),5,4,575000000
Daihatsu,Wagon,2021,Putih,Manual,12500,996,Pertamax,Complete Knock Down (CKD),5,5,168000000
Toyota,MPV,2013,Putih,Automatic,97500,2362,Pertamax,Complete Built Up (CBU),7,5,388000000
Wuling,Wagon,2017,Hitam,Manual,67500,1485,Pertamax,Complete Knock Down (CKD),8,5,108000000
Honda,MPV,2014,Silver,Automatic,112500,1497,Pertamax,Complete Knock Down (CKD),7,5,148000000
Honda,Hatchback,2018,Kuning,Automatic,42500,1497,Pertamax,Complete Knock Down (CKD),5,5,198000000
Mitsubishi,SUV,2018,Putih,Automatic,52500,1998,Pertamax,Complete Knock Down (CKD),5,5,239000000
Mercedes-Benz,SUV,2018,Hitam,Automatic,87500,2996,Pertamax,Complete Knock Down (CKD),5,5,609000000
Honda,SUV,2019,Hitam,Automatic,37500,1498,Pertamax,Complete Knock Down (CKD),7,5,419000000
Jeep,SUV,2011,Hitam,Automatic,67500,3604,Pertamax,Complete Built Up (CBU),5,5,379000000
Toyota,MPV,2016,Putih,Automatic,82500,1998,Pertamax,Complete Knock Down (CKD),8,5,249000000
Mitsubishi,SUV,2012,Marun,Automatic,157500,2477,Solar,Complete Built Up (CBU),7,5,226000000
Chevrolet,SUV,2017,Hitam,Automatic,77500,1364,Pertamax,Complete Built Up (CBU),5,5,171000000
Honda,SUV,2013,Hitam,Automatic,92500,2354,Pertamax,Complete Knock Down (CKD),5,5,199000000
Honda,SUV,2013,Putih,Automatic,162500,2354,Pertamax,Complete Knock Down (CKD),5,5,189000000
Daihatsu,Hatchback,2019,Hitam,Manual,12500,998,Pertamax,Complete Knock Down (CKD),5,5,99000000
Toyota,Pick-up,2020,Hitam,Manual,27500,2393,Solar,Complete Built Up (CBU),5,4,369000000
Honda,SUV,2017,Silver,Manual,52500,1497,Pertamax,Complete Knock Down (CKD),7,5,158000000
Volkswagen,Hatchback,2020,Putih,Automatic,17500,1197,Pertamax,Complete Built Up (CBU),5,5,205000000
Honda,MPV,2015,Marun,Automatic,52500,1496,Pertamax,Complete Knock Down (CKD),7,5,147000000
Honda,Hatchback,2016,Putih,Manual,52500,1497,Pertamax,Complete Knock Down (CKD),5,5,186000000
Chevrolet,SUV,2016,Hitam,Automatic,72500,1364,Pertamax,Complete Built Up (CBU),5,5,149000000
Honda,SUV,2017,Putih,Manual,87500,1497,Pertamax,Complete Knock Down (CKD),5,5,196000000
Mercedes-Benz,Sedan,2022,Abu-abu,Automatic,12500,1332,Pertamax,Complete Built Up (CBU),5,4,669000000
Honda,SUV,2014,Putih,Automatic,77500,2354,Pertamax,Complete Knock Down (CKD),5,5,219000000
Honda,Sedan,2016,Hitam,Automatic,37500,1498,Pertamax,Complete Built Up (CBU),5,4,339000000
Suzuki,Hatchback,2020,Orange,Automatic,47500,1197,Pertamax,Complete Built Up (CBU),5,5,149000000
Mercedes-Benz,SUV,2018,Abu-abu,Automatic,27500,1991,Pertamax,Complete Knock Down (CKD),5,5,569000000
Mazda,SUV,2013,Silver,Automatic,92500,2488,Pertamax,Complete Built Up (CBU),5,5,183000000
Toyota,Coupe,2020,Merah,Automatic,22500,1998,Pertamax,Complete Built Up (CBU),4,2,660000000
Toyota,MPV,2021,Abu-abu,Automatic,40000,2393,Solar,Complete Knock Down (CKD),8,5,345000000
Toyota,Hatchback,2016,Putih,Automatic,72500,998,Pertamax,Complete Knock Down (CKD),5,5,95000000
Honda,Sedan,2015,Hitam,Automatic,112500,1497,Pertamax,Complete Built Up (CBU),5,5,165000000
BMW,SUV,2019,Hitam,Automatic,7500,1499,Pertamax,Complete Knock Down (CKD),5,5,465000000
BMW,SUV,2019,Hitam,Automatic,19000,1499,Pertamax,Complete Knock Down (CKD),5,5,465000000
Mazda,SUV,2017,Merah,Automatic,42500,2488,Pertamax,Complete Built Up (CBU),5,5,355000000
Toyota,Wagon,2019,Putih,Automatic,62000,2494,Pertamax,Complete Built Up (CBU),7,5,880000000
Honda,Sedan,2023,Putih,Automatic,7500,1498,Pertamax,Complete Built Up (CBU),5,4,500000000
Daihatsu,Hatchback,2022,Merah,Manual,12500,1197,Pertamax,Complete Knock Down (CKD),5,5,124000000
Mazda,SUV,2019,Abu-abu,Automatic,32500,2488,Pertamax,Complete Built Up (CBU),5,5,405000000
Toyota,Hatchback,2014,Hitam,Automatic,112500,1497,Pertamax,Complete Knock Down (CKD),5,5,162000000
Toyota,SUV,2017,Silver,Automatic,97500,2393,Solar,Complete Knock Down (CKD),7,5,338000000
Lexus,Wagon,2022,Hitam,Automatic,12500,3456,Pertamax,Complete Built Up (CBU),4,5,1688000000
Mazda,SUV,2023,Merah,Automatic,7500,2488,Pertamax,Complete Built Up (CBU),5,5,560000000
Honda,SUV,2019,Merah,Automatic,27500,1799,Pertamax,Complete Knock Down (CKD),5,5,285000000
Mercedes-Benz,SUV,2015,Putih,Automatic,72500,1595,Pertamax,Complete Built Up (CBU),5,5,318000000
Honda,Hatchback,2019,Hitam,Automatic,52500,1497,Pertamax,Complete Knock Down (CKD),5,5,232000000
Honda,Hatchback,2019,Merah,Automatic,52500,1199,Pertamax,Complete Knock Down (CKD),5,5,142000000
Honda,Hatchback,2019,Abu-abu,Automatic,12500,1199,Pertamax,Complete Knock Down (CKD),5,5,163000000
BMW,SUV,2019,Putih,Automatic,37500,1998,Pertamax,Complete Knock Down (CKD),5,5,769000000
Daihatsu,Hatchback,2017,Merah,Automatic,52500,1197,Pertamax,Complete Knock Down (CKD),5,5,118000000
Honda,Hatchback,2020,Abu-abu,Automatic,42500,1199,Pertamax,Complete Knock Down (CKD),5,5,152000000
Chevrolet,SUV,2016,Marun,Automatic,87500,1364,Pertamax,Complete Built Up (CBU),5,5,145000000
Mitsubishi,SUV,2013,Hitam,Automatic,102500,2477,Solar,Complete Built Up (CBU),7,5,240000000
Honda,Hatchback,2019,Abu-abu,Automatic,67500,1199,Pertamax,Complete Knock Down (CKD),5,5,151000000
Toyota,MPV,2017,Putih,Manual,87500,1329,Pertamax,Complete Knock Down (CKD),7,5,148000000
Daihatsu,SUV,2019,Silver,Automatic,67500,1496,Pertamax,Complete Knock Down (CKD),7,5,198000000
Mitsubishi,Wagon,2017,Merah,Automatic,57500,1499,Pertamax,Complete Knock Down (CKD),7,5,188000000
Honda,MPV,2016,Putih,Automatic,77500,1496,Pertamax,Complete Knock Down (CKD),7,5,135000000
Honda,Hatchback,2018,Merah,Automatic,82500,1199,Pertamax,Complete Knock Down (CKD),5,5,144000000
Daihatsu,MPV,2014,Marun,Automatic,182500,1298,Pertamax,Complete Knock Down (CKD),7,5,122000000
Nissan,SUV,2015,Abu-abu,Automatic,82500,2488,Pertamax,Complete Knock Down (CKD),7,5,170000000
Daihatsu,Hatchback,2019,Hitam,Manual,57500,1197,Pertamax,Complete Knock Down (CKD),5,5,106000000
Toyota,MPV,2016,Silver,Automatic,57500,1497,Pertamax,Complete Knock Down (CKD),7,5,153000000
Mitsubishi,SUV,2018,Coklat,Automatic,57500,2442,Solar,Complete Knock Down (CKD),7,5,420000000
Toyota,Hatchback,2023,Merah,Automatic,12500,1197,Pertamax,Complete Knock Down (CKD),5,5,172000000
Mitsubishi,SUV,2018,Putih,Automatic,32500,2442,Solar,Complete Knock Down (CKD),7,5,418000000
Toyota,Wagon,2022,Putih,Automatic,9484,996,Pertamax,Complete Knock Down (CKD),5,5,203000000
Honda,Hatchback,2020,Merah,Automatic,32500,1199,Pertamax,Complete Knock Down (CKD),5,5,155000000
Mitsubishi,Wagon,2019,Hitam,Automatic,62500,1499,Pertamax,Complete Knock Down (CKD),7,5,198000000
Honda,Hatchback,2017,Silver,Automatic,62500,1497,Pertamax,Complete Knock Down (CKD),5,5,195000000
Honda,SUV,2015,Abu-abu,Automatic,122500,1497,Pertamax,Complete Knock Down (CKD),5,5,185000000
Honda,MPV,2018,Abu-abu,Automatic,52500,1496,Pertamax,Complete Knock Down (CKD),7,5,165000000
BMW,SUV,2019,Putih,Automatic,17500,2998,Pertamax,Complete Knock Down (CKD),5,5,975000000
Mercedes-Benz,Sedan,2022,Hitam,Automatic,12500,1991,Pertamax,Complete Built Up (CBU),5,4,875000000
Mercedes-Benz,Sedan,2019,Hitam,Automatic,32500,1497,Pertamax,Complete Knock Down (CKD),5,4,535000000
Toyota,MPV,2017,Silver,Automatic,96136,1329,Pertamax,Complete Knock Down (CKD),7,5,126000000
Mitsubishi,Wagon,2018,Silver,Automatic,109000,1499,Pertamax,Complete Knock Down (CKD),7,5,190000000
Mercedes-Benz,Sedan,2022,Putih,Automatic,7500,1496,Pertamax,Complete Knock Down (CKD),5,4,870000000
Mercedes-Benz,Sedan,2023,Hitam,Automatic,7500,1496,Pertamax,Complete Knock Down (CKD),5,4,920000000
Suzuki,MPV,2016,Ungu,Automatic,92500,1373,Pertamax,Complete Knock Down (CKD),7,5,155000009
Honda,SUV,2017,Hitam,Automatic,27500,1497,Pertamax,Complete Knock Down (CKD),5,5,210000000
Toyota,SUV,2019,Hitam,Automatic,117500,2393,Solar,Complete Knock Down (CKD),7,5,390000000
Toyota,Hatchback,2017,Putih,Automatic,82500,1496,Pertamax,Complete Knock Down (CKD),5,5,170000000
Mazda,SUV,2022,Abu-abu,Automatic,7500,2488,Pertamax,Complete Built Up (CBU),5,5,449000000
Great Wall Motor,Wagon,2024,Putih,Automatic,123,1499,Pertamax,Complete Built Up (CBU),5,5,595800000
Mercedes-Benz,Sedan,2022,Abu-abu,Automatic,12500,1332,Pertamax,Complete Built Up (CBU),5,4,565000000
Suzuki,Hatchback,2016,Biru,Automatic,71000,1491,Pertamax,Complete Built Up (CBU),5,5,169000000
Toyota,SUV,2018,Hitam,Automatic,57500,2393,Solar,Complete Knock Down (CKD),7,5,349000000
Mitsubishi,SUV,2013,Merah,Automatic,1234,1998,Pertamax,Complete Knock Down (CKD),5,5,202999999
Nissan,Hatchback,2013,Putih,Manual,12500,1198,Pertamax,4 Speaker Stereo,5,5,110000000
Mazda,SUV,2013,Abu-abu,Automatic,90000,2488,Pertamax,Complete Built Up (CBU),5,5,175000000
Nissan,MPV,2013,Silver,Automatic,80000,1498,Pertamax,Complete Knock Down (CKD),7,5,100000000
Toyota,SUV,2018,Silver,Automatic,45000,1496,Pertamax,Complete Knock Down (CKD),7,5,200000000
Suzuki,MPV,2017,Silver,Automatic,82500,1373,Pertamax,Complete Knock Down (CKD),7,5,155000009
Suzuki,Van,2017,Hitam,Manual,70000,1493,Pertamax,Complete Knock Down (CKD),8,5,90000000
BMW,Sedan,2021,Hitam,Automatic,12500,1998,Pertamax,Complete Knock Down (CKD),5,4,820000000
Toyota,SUV,2023,Marun,Automatic,12500,1496,Pertamax,Complete Knock Down (CKD),7,5,272500000
Honda,SUV,2021,Abu-abu,Automatic,27500,1498,Pertamax,Complete Knock Down (CKD),7,5,485000000
BMW,Sedan,2020,Putih,Automatic,27500,1998,Pertamax,Complete Knock Down (CKD),5,4,719000000
Mitsubishi,Wagon,2018,Silver,Manual,82500,1499,Pertamax,Complete Knock Down (CKD),7,5,187000000
Mitsubishi,Wagon,2019,Merah,Automatic,77500,1499,Pertamax,Complete Knock Down (CKD),7,5,216000000
Toyota,Wagon,2018,Hitam,Automatic,67500,1986,Pertamax,Complete Built Up (CBU),7,5,350000000
Mercedes-Benz,Wagon,2021,Hitam,Automatic,32500,2999,Pertamax,Complete Knock Down (CKD),7,5,1350000000
Proton,MPV,2013,Silver,Manual,147500,1597,Pertamax,Complete Built Up (CBU),7,5,65800000
Honda,MPV,2013,Putih,Automatic,117500,1497,Pertamax,Complete Knock Down (CKD),7,5,155000000
Honda,SUV,2021,Hitam,Automatic,37500,1997,Pertamax,Complete Knock Down (CKD),5,5,435000000
BMW,SUV,2018,Putih,Automatic,52500,1499,Pertamax,Complete Knock Down (CKD),5,5,415000000
Toyota,Wagon,2019,Putih,Automatic,17500,2494,Pertamax,Complete Built Up (CBU),7,5,920000000
Mercedes-Benz,Hatchback,2014,Putih,Automatic,42500,1595,Pertamax,Complete Built Up (CBU),5,5,269000000
Toyota,MPV,2023,Hitam,Automatic,2500,2494,Pertamax,Complete Built Up (CBU),7,5,1595000000
Toyota,Wagon,2021,Merah,Automatic,8000,996,Pertamax,Complete Knock Down (CKD),5,5,225000000
